target;protectedtarget;numGens;monoDeprotected;diDeprotected;total#ofBuilings;blockAboveLimits;monoProtected;diProtected
COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC;COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC;3;COc1cc2nccc(B(O)O)c2cc1OC.Cc1cc(N=C=O)no1.Cc1cc(N)no1.COc1cc2nccc(Br)c2cc1OC;[1CH3]c1cc(Br)ccc1N;5;0;Cc1cc(NC(=O)OCc2ccc(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)cc2)no1.Cc1cc(N=C=O)no1.COc1cc2nccc(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)c2cc1OC.COc1cc2nccc(Br)c2cc1OC;CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3ccc(Br)cc3[1CH3])cc2)OC(=O)C1(C)C
CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1;CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1;3;N#Cc1cccc(B(O)O)c1.N#Cc1cccc(Br)c1.CN1CCC(COc2cnc(Br)nc2)CC1;O=c1ccc(Br)nn1Cc1cccc(B(O)O)c1.O=c1ccc(B(O)O)nn1Cc1cccc(Br)c1;5;0;CN1C(C)(C)C(=O)OB(c2cccc(C#N)c2)OC(=O)C1(C)C.N#Cc1cccc(Br)c1.CN1CCC(COc2cnc(Br)nc2)CC1;CN1C(C)(C)C(=O)OB(c2cccc(Cn3nc(Br)ccc3=O)c2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc(=O)n(Cc3cccc(Br)c3)n2)OC(=O)C1(C)C
C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1;C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1;4;C=CC(=O)O;Cc1ccnc(C(C)C)c1-n1c(=O)nc(Br)c2cc(F)c(B(O)O)nc21.Cc1ccnc(C(C)C)c1-n1c(=O)nc(B(O)O)c2cc(F)c(Br)nc21;3;0;C=CC(=O)O;Cc1ccnc(C(C)C)c1-n1c(=O)nc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)c2cc(F)c(Br)nc21.Cc1ccnc(C(C)C)c1-n1c(=O)nc(Br)c2cc(F)c(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)nc21
CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[1nH]ccc3n12;CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3c(cc[1n]3C(=O)OC(C)(C)C)n12;2;CC(C)(C)OC(=O)[1n]1ccc2c1ncc1ncc(Br)n12.CC(C)(C)OC(=O)[1n]1ccc2c1ncc1ncc(B(O)O)n12.CC[C@@H]1CNC[C@@H]1c1cnc2cnc3c(cc[1n]3C(=O)OC(C)(C)C)n12.O=C=NCC(F)(F)F;;4;0;CC(C)(C)OC(=O)[1n]1ccc2c1ncc1ncc(Br)n12.CN1C(C)(C)C(=O)OB(c2cnc3cnc4c(cc[1n]4C(=O)OC(C)(C)C)n23)OC(=O)C1(C)C.O=C=NCC(F)(F)F.CC[C@@H]1CN(C(=O)OCc2ccc(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)cc2)C[C@@H]1c1cnc2cnc3c(cc[1n]3C(=O)OC(C)(C)C)n12;
CCN(CC)CCNC(=O)c1c(C)[1nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C;CCN(CC)CCNC(=O)c1c(C)c(/C=C2\C(=O)Nc3ccc(F)cc32)[1n](C(=O)OC(C)(C)C)c1C;5;O=C1Nc2ccc(F)cc2/C1=C/Br.CCN(CC)CCN;Cc1c(C(=O)O)c(C)[1n](C(=O)OC(C)(C)C)c1B(O)O;3;0;O=C1Nc2ccc(F)cc2/C1=C/Br.CCN(CC)CCNC(=O)OCc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1;Cc1c(C(=O)O)c(C)[1n](C(=O)OC(C)(C)C)c1B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1
COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1;COc1cc2c(Nc3ccc([At])cc3F)ncnc2cc1OCC1CCN(C)CC1;2;[4CH3]c1ccc(B(O)O)c(F)c1.COc1cc2c(N)ncnc2cc1OCC1CCN(C)CC1.[4CH3]c1ccc(Br)c(F)c1.[4CH3]c1ccc(N)c(F)c1.COc1cc2c(B(O)O)ncnc2cc1OCC1CCN(C)CC1.COc1cc2c(Br)ncnc2cc1OCC1CCN(C)CC1;COc1cc2c(N)ncnc2cc1Br;7;0;COc1cc2c(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)ncnc2cc1OCC1CCN(C)CC1.[4CH3]c1ccc(Br)c(F)c1.CN1C(C)(C)C(=O)OB(c2ccc([4CH3])cc2F)OC(=O)C1(C)C.COc1cc2c(NC(=O)OCc3ccc(B4OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O4)cc3)ncnc2cc1OCC1CCN(C)CC1.COc1cc2c(Br)ncnc2cc1OCC1CCN(C)CC1.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3ccc([4CH3])cc3F)cc2)OC(=O)C1(C)C;COc1cc2c(NC(=O)OCc3ccc(B4OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O4)cc3)ncnc2cc1Br
CN1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CC1;CN1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CC1;3;Nc1ncc2cc3n(c2n1)C1(CCCCC1)CNC3=O.O=C1NCC2(CCCCC2)n2c1cc1cnc(Br)nc12.CN1CCNCC1;Nc1ccc(Br)cn1;4;0;O=C1NCC2(CCCCC2)n2c1cc1cnc(Br)nc12.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)cc2)OC(=O)C1(C)C.CN1CCN(C(=O)OCc2ccc(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)cc2)CC1;CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3ccc(Br)cn3)cc2)OC(=O)C1(C)C
CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1;CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1;3;[1CH3]c1ccc(Br)c(F)c1.[1CH3]c1ccc(N)c(F)c1.[1CH3]c1ccc(B(O)O)c(F)c1.CC(=O)O;Cc1c(=O)n(C)c(Br)c2c(=O)n(C3CC3)c(=O)n(-c3cccc(N)c3)c12;5;0;[1CH3]c1ccc(Br)c(F)c1.CN1C(C)(C)C(=O)OB(c2ccc([1CH3])cc2F)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3ccc([1CH3])cc3F)cc2)OC(=O)C1(C)C.CC(=O)O;Cc1c(=O)n(C)c(Br)c2c(=O)n(C3CC3)c(=O)n(-c3cccc(NC(=O)OCc4ccc(B5OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O5)cc4)c3)c12
Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1;Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1;3;Brc1ccn2ncnc2c1.Nc1ncnc2ccc(Nc3ncco3)cc12.OB(O)c1ncnc2ccc(Nc3ncco3)cc12.OB(O)c1ccn2ncnc2c1.Brc1ncnc2ccc(Nc3ncco3)cc12;Cc1cc(N)ccc1Br;6;0;CN1C(C)(C)C(=O)OB(c2ccn3ncnc3c2)OC(=O)C1(C)C.Brc1ccn2ncnc2c1.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3ncnc4ccc(Nc5ncco5)cc34)cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ncnc3ccc(Nc4ncco4)cc23)OC(=O)C1(C)C.Brc1ncnc2ccc(Nc3ncco3)cc12;Cc1cc(NC(=O)OCc2ccc(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)cc2)ccc1Br
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[1nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F;CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[1n](C(=O)OC(C)(C)C)c3ncc(-c4ccc(Cl)cc4)cc23)c1F;2;[1CH3]c1ccc(B(O)O)cc1.CCCS(=O)(=O)Nc1ccc(F)c(B(O)O)c1F.CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[1n](C(=O)OC(C)(C)C)c3ncc(B(O)O)cc23)c1F.CCCS(=O)(=O)Nc1ccc(F)c(Br)c1F.CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[1n](C(=O)OC(C)(C)C)c3ncc(Br)cc23)c1F.[1CH3]c1ccc(Br)cc1;CC(C)(C)OC(=O)[1n]1cc(Br)c2cc(B(O)O)cnc21.Nc1ccc(F)c(Br)c1F.CC(C)(C)OC(=O)[1n]1cc(B(O)O)c2cc(Br)cnc21.CC(C)(C)OC(=O)[1n]1cc(C(=O)c2c(F)ccc(N)c2F)c2cc(Br)cnc21;10;0;CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[1n](C(=O)OC(C)(C)C)c3ncc(B4OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O4)cc23)c1F.CN1C(C)(C)C(=O)OB(c2ccc([1CH3])cc2)OC(=O)C1(C)C.CCCS(=O)(=O)Nc1ccc(F)c(Br)c1F.CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[1n](C(=O)OC(C)(C)C)c3ncc(Br)cc23)c1F.[1CH3]c1ccc(Br)cc1.CCCS(=O)(=O)Nc1ccc(F)c(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)c1F;CN1C(C)(C)C(=O)OB(c2cnc3c(c2)c(Br)c[1n]3C(=O)OC(C)(C)C)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2c[1n](C(=O)OC(C)(C)C)c3ncc(Br)cc23)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3ccc(F)c(C(=O)c4c[1n](C(=O)OC(C)(C)C)c5ncc(Br)cc45)c3F)cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3ccc(F)c(Br)c3F)cc2)OC(=O)C1(C)C
C=CC(=O)N1CCC([C@@H]2CC[1NH]c3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1;C=CC(=O)N1CCC([C@@H]2CC[1N](C(=O)OC(C)(C)C)c3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1;4;C=CC(=O)O.OB(O)c1ccccc1.Oc1ccccc1.Brc1ccccc1;CC(C)(C)OC(=O)[1N]1CC[C@@H](C2CCNCC2)n2nc(Br)c(-c3ncco3)c21.OB(O)c1ccc(Br)cc1;6;0;C=CC(=O)O.Oc1ccccc1.CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1;CN1C(C)(C)C(=O)OB(c2ccc(Br)cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N3CCC([C@@H]4CC[1N](C(=O)OC(C)(C)C)c5c(-c6ncco6)c(Br)nn54)CC3)cc2)OC(=O)C1(C)C
CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[1nH]ncc4c3)c3ccccc3n2)c1;CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4c(cn[1n]4C(=O)OC(C)(C)C)c3)c3ccccc3n2)c1;4;CC(C)N.CC(C)(C)OC(=O)[1n]1ncc2cc(N)ccc21.CC(C)(C)OC(=O)[1n]1ncc2cc(Br)ccc21.CC(C)(C)OC(=O)[1n]1ncc2cc(B(O)O)ccc21;O=C(O)COc1cccc(B(O)O)c1.Nc1nc(Br)nc2ccccc12.OB(O)c1cccc(Br)c1;7;0;CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3ccc4c(cn[1n]4C(=O)OC(C)(C)C)c3)cc2)OC(=O)C1(C)C.CC(C)(C)OC(=O)[1n]1ncc2cc(Br)ccc21.CC(C)NC(=O)OCc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1.CN1C(C)(C)C(=O)OB(c2ccc3c(cn[1n]3C(=O)OC(C)(C)C)c2)OC(=O)C1(C)C;CN1C(C)(C)C(=O)OB(c2cccc(Br)c2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3nc(Br)nc4ccccc34)cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2cccc(OCC(=O)O)c2)OC(=O)C1(C)C
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1;N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1;5;N#CCN.C1COCCN1;OB(O)c1ccnc(Br)n1.O=C(O)c1ccc(B(O)O)cc1.Nc1ccc(Br)cc1.Nc1nccc(Br)n1;6;0;CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)NCC#N)cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N3CCOCC3)cc2)OC(=O)C1(C)C;CN1C(C)(C)C(=O)OB(c2ccnc(Br)n2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3ccc(Br)cc3)cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3nccc(Br)n3)cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc(C(=O)O)cc2)OC(=O)C1(C)C
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C;CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C;4;;OB(O)/C=C/Br.CO[C@@H](C[C@@H]1CC[C@@H](C)[C@](O)(C(=O)C(=O)O)O1)/C(C)=C/C=C\B(O)O.CO[C@@H](C[C@@H]1CC[C@@H](C)[C@](O)(C(=O)C(=O)O)O1)/C(C)=C/B(O)O.O=C(O)[C@@H]1CCCCN1.CO[C@@H](C[C@@H]1CC[C@@H](C)[C@](O)(C(=O)C(=O)O)O1)/C(C)=C/C=C/B(O)O;5;4;;CN1C(C)(C)C(=O)OB(/C=C/Br)OC(=O)C1(C)C.CO[C@@H](C[C@@H]1CC[C@@H](C)[C@](O)(C(=O)C(=O)O)O1)/C(C)=C/C=C/B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.CO[C@@H](C[C@@H]1CC[C@@H](C)[C@](O)(C(=O)C(=O)O)O1)/C(C)=C/B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N3CCCC[C@H]3C(=O)O)cc2)OC(=O)C1(C)C.CO[C@@H](C[C@@H]1CC[C@@H](C)[C@](O)(C(=O)C(=O)O)O1)/C(C)=C/C=C\B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C;CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C;4;CC(CO)(CO)C(=O)O;OB(O)/C=C/Br.CO[C@@H](C[C@@H]1CC[C@@H](C)[C@](O)(C(=O)C(=O)O)O1)/C(C)=C/C=C\B(O)O.CO[C@@H](C[C@@H]1CC[C@@H](C)[C@](O)(C(=O)C(=O)O)O1)/C(C)=C/B(O)O.O=C(O)[C@@H]1CCCCN1.CO[C@@H](C[C@@H]1CC[C@@H](C)[C@](O)(C(=O)C(=O)O)O1)/C(C)=C/C=C/B(O)O;6;8;CC(CO)(CO)C(=O)O;CN1C(C)(C)C(=O)OB(/C=C/Br)OC(=O)C1(C)C.CO[C@@H](C[C@@H]1CC[C@@H](C)[C@](O)(C(=O)C(=O)O)O1)/C(C)=C/C=C/B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.CO[C@@H](C[C@@H]1CC[C@@H](C)[C@](O)(C(=O)C(=O)O)O1)/C(C)=C/B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N3CCCC[C@H]3C(=O)O)cc2)OC(=O)C1(C)C.CO[C@@H](C[C@@H]1CC[C@@H](C)[C@](O)(C(=O)C(=O)O)O1)/C(C)=C/C=C\B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1
