,target,protectedtarget,numGens,monoDeprotected,diDeprotected,total#ofBuilings,blockAboveLimits,monoProtected,diProtected,BBs
1575,COc1ccc(CC(C)[1NH]CC(O)c2ccc(O)c(NC=O)c2)cc1,COc1ccc(CC(C)[1N](CC(O)c2ccc(O)c(NC=O)c2)C(=O)OC(C)(C)C)cc1,1,COc1ccc(B(O)O)cc1.COc1ccc(Br)cc1,,2,0,COc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1.COc1ccc(Br)cc1,,COc1ccc(B(O)O)cc1.COc1ccc(Br)cc1
1576,COc1ccc(CC(C)(C)[1NH]C[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1,COc1ccc(CC(C)(C)[1N](C[C@H](O)c2cc(O)cc3c2OCC(=O)N3)C(=O)OC(C)(C)C)cc1,1,COc1ccc(B(O)O)cc1.COc1ccc(Br)cc1,,2,0,COc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1.COc1ccc(Br)cc1,,COc1ccc(B(O)O)cc1.COc1ccc(Br)cc1
1578,Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1,Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1,3,[1CH3]c1ccc2c(B(O)O)ccnc2c1.[1CH3]c1ccc2c(Br)ccnc2c1,,2,0,CN1C(C)(C)C(=O)OB(c2ccnc3cc([1CH3])ccc23)OC(=O)C1(C)C.[1CH3]c1ccc2c(Br)ccnc2c1,,[1CH3]c1ccc2c(B(O)O)ccnc2c1.[1CH3]c1ccc2c(Br)ccnc2c1
1580,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12,1,O=C(O)C(O)(c1cccs1)c1cccs1.OB(O)c1cccs1.Brc1cccs1,,3,0,O=C(O)C(O)(c1cccs1)c1cccs1.CN1C(C)(C)C(=O)OB(c2cccs2)OC(=O)C1(C)C.Brc1cccs1,,O=C(O)C(O)(c1cccs1)c1cccs1.OB(O)c1cccs1.Brc1cccs1
1582,CNC(C)Cc1ccccc1OC,COc1ccccc1CC(C)N(C)C(=O)OC(C)(C)C,1,COc1ccccc1Br.COc1ccccc1B(O)O,,2,0,COc1ccccc1Br.COc1ccccc1B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1,,COc1ccccc1Br.COc1ccccc1B(O)O
1583,OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2,OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2,1,OB(O)c1ccccc1.Brc1ccccc1,,2,0,CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1,,OB(O)c1ccccc1.Brc1ccccc1
1586,OCc1cc(C(O)C[1NH]CCCCCCOCCCCc2ccccc2)ccc1O,CC(C)(C)OC(=O)[1N](CCCCCCOCCCCc1ccccc1)CC(O)c1ccc(O)c(CO)c1,1,OB(O)c1ccccc1.Brc1ccccc1,,2,0,CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1,,OB(O)c1ccccc1.Brc1ccccc1
1587,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,2,c1ccc(CNCC2=NCCN2)cc1.OB(O)c1ccccc1.Brc1ccccc1,,3,0,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N(CC3=NCCN3)Cc3ccccc3)cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1,,c1ccc(CNCC2=NCCN2)cc1.OB(O)c1ccccc1.Brc1ccccc1
1591,CC(=O)N[C@@H](CS)C(=O)O,CC(=O)N[C@@H](CS)C(=O)O,2,CC(=O)O,N[C@@H](CS)C(=O)O,2,0,CC(=O)O,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N[C@@H](CS)C(=O)O)cc2)OC(=O)C1(C)C,CC(=O)O.N[C@@H](CS)C(=O)O
1592,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1,1,Brc1cccs1.OB(O)c1ccccc1.OB(O)c1cccs1.Brc1ccccc1.O=C(O)C(O)(c1cccs1)c1cccs1,,5,0,Brc1cccs1.CN1C(C)(C)C(=O)OB(c2cccs2)OC(=O)C1(C)C.Brc1ccccc1.CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.O=C(O)C(O)(c1cccs1)c1cccs1,,Brc1cccs1.OB(O)c1ccccc1.OB(O)c1cccs1.Brc1ccccc1.O=C(O)C(O)(c1cccs1)c1cccs1
1594,CC(C)[C@](C#N)(C[C@H](C)N(C)C)c1ccccc1,CC(C)[C@](C#N)(C[C@H](C)N(C)C)c1ccccc1,1,OB(O)c1ccccc1.Brc1ccccc1,,2,0,CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1,,OB(O)c1ccccc1.Brc1ccccc1
1595,COc1ccccc1OCC(O)CO,COc1ccccc1OCC(O)CO,1,COc1ccccc1Br.COc1ccccc1B(O)O,,2,0,COc1ccccc1Br.COc1ccccc1B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1,,COc1ccccc1Br.COc1ccccc1B(O)O
1596,CCC(=O)C(CCN(C)C)(c1ccccc1)c1ccccc1,CCC(=O)C(CCN(C)C)(c1ccccc1)c1ccccc1,1,OB(O)c1ccccc1.Brc1ccccc1,,2,0,CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1,,OB(O)c1ccccc1.Brc1ccccc1
1597,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1,1,OB(O)c1ccccc1.Brc1ccccc1,,2,0,CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1,,OB(O)c1ccccc1.Brc1ccccc1
1598,CN1CC[C@]23c4c5ccc(OCCN6CCOCC6)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,CN1CC[C@]23c4c5ccc(OCCN6CCOCC6)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,1,CN1CC[C@]23c4c5ccc(B(O)O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5.CN1CC[C@]23c4c5ccc(Br)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,,2,0,CN1CC[C@]23c4c5ccc(Br)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5.CN1CC[C@]23c4c5ccc(B6OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O6)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,,CN1CC[C@]23c4c5ccc(B(O)O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5.CN1CC[C@]23c4c5ccc(Br)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
1599,O=C(O)CSCC(=O)NC1CCSC1=O,O=C(O)CSCC(=O)NC1CCSC1=O,2,NC1CCSC1=O,,1,0,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)NC3CCSC3=O)cc2)OC(=O)C1(C)C,,NC1CCSC1=O
1600,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,1,O=C(O)C1(c2ccccc2)CCCC1.OB(O)c1ccccc1.Brc1ccccc1,,3,0,O=C(O)C1(c2ccccc2)CCCC1.CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1,,O=C(O)C1(c2ccccc2)CCCC1.OB(O)c1ccccc1.Brc1ccccc1
1601,CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1,CN(C)CCOC(c1ccccc1)c1ccc([At])cc1,1,[4CH3]c1ccc(Br)cc1.Brc1ccccc1.OB(O)c1ccccc1.[4CH3]c1ccc(B(O)O)cc1,,4,0,[4CH3]c1ccc(Br)cc1.CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1.CN1C(C)(C)C(=O)OB(c2ccc([4CH3])cc2)OC(=O)C1(C)C,,[4CH3]c1ccc(Br)cc1.Brc1ccccc1.OB(O)c1ccccc1.[4CH3]c1ccc(B(O)O)cc1
1604,CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1,CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1,1,Brc1ccccc1.OB(O)c1ccccc1.CCC(CC)(C(=O)O)c1ccccc1,,3,0,Brc1ccccc1.CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.CCC(CC)(C(=O)O)c1ccccc1,,Brc1ccccc1.OB(O)c1ccccc1.CCC(CC)(C(=O)O)c1ccccc1
1605,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,2,O=C(O)c1ccc(OC(F)F)c(OCC2CC2)c1.[1CH3]c1cncc([1CH3])c1N,,2,0,O=C(O)c1ccc(OC(F)F)c(OCC2CC2)c1.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3c([1CH3])cncc3[1CH3])cc2)OC(=O)C1(C)C,,O=C(O)c1ccc(OC(F)F)c(OCC2CC2)c1.[1CH3]c1cncc([1CH3])c1N
1606,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,1,[1CH3]c1ccc(Br)cc1.OB(O)c1ccccn1.[1CH3]c1ccc(B(O)O)cc1.Brc1ccccn1,,4,0,[1CH3]c1ccc(Br)cc1.CN1C(C)(C)C(=O)OB(c2ccc([1CH3])cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccccn2)OC(=O)C1(C)C.Brc1ccccn1,,[1CH3]c1ccc(Br)cc1.OB(O)c1ccccn1.[1CH3]c1ccc(B(O)O)cc1.Brc1ccccn1
1607,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl,1,[1CH3]c1ccccc1B(O)O.[1CH3]c1ccccc1Br.OB(O)c1ccccc1.Brc1ccccc1,,4,0,[1CH3]c1ccccc1Br.CN1C(C)(C)C(=O)OB(c2ccccc2[1CH3])OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1,,[1CH3]c1ccccc1B(O)O.[1CH3]c1ccccc1Br.OB(O)c1ccccc1.Brc1ccccc1
1608,CO/N=C1\C[C@]2(C[C@@H]3C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@H](/C(C)=C/C(C)C)[C@H]1C,CO/N=C1\C[C@]2(C[C@@H]3C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@H](/C(C)=C/C(C)C)[C@H]1C,2,,CC1=C[C@@H](C(=O)O)[C@]2(O)/C(=C/B(O)O)CO[C@@H]2[C@@H]1O,1,2,,CC1=C[C@@H](C(=O)O)[C@]2(O)/C(=C/B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)CO[C@@H]2[C@@H]1O,CC1=C[C@@H](C(=O)O)[C@]2(O)/C(=C/B(O)O)CO[C@@H]2[C@@H]1O
1609,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,CN(C)CCC(c1ccc([At])cc1)c1ccccn1,1,[4CH3]c1ccc(Br)cc1.OB(O)c1ccccn1.[4CH3]c1ccc(B(O)O)cc1.Brc1ccccn1,,4,0,CN1C(C)(C)C(=O)OB(c2ccccn2)OC(=O)C1(C)C.[4CH3]c1ccc(Br)cc1.CN1C(C)(C)C(=O)OB(c2ccc([4CH3])cc2)OC(=O)C1(C)C.Brc1ccccn1,,[4CH3]c1ccc(Br)cc1.OB(O)c1ccccn1.[4CH3]c1ccc(B(O)O)cc1.Brc1ccccn1
1611,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,1,OB(O)c1ccccn1.OB(O)c1ccccc1.Brc1ccccc1.Brc1ccccn1,,4,0,CN1C(C)(C)C(=O)OB(c2ccccn2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1.Brc1ccccn1,,OB(O)c1ccccn1.OB(O)c1ccccc1.Brc1ccccc1.Brc1ccccn1
1613,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,1,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Br.COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1B(O)O.Cn1cc(Br)c2cc(NC(=O)OC3CCCC3)ccc21.Cn1cc(B(O)O)c2cc(NC(=O)OC3CCCC3)ccc21,,4,0,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Br.COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.Cn1cc(Br)c2cc(NC(=O)OC3CCCC3)ccc21.CN1C(C)(C)C(=O)OB(c2cn(C)c3ccc(NC(=O)OC4CCCC4)cc23)OC(=O)C1(C)C,,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Br.COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1B(O)O.Cn1cc(Br)c2cc(NC(=O)OC3CCCC3)ccc21.Cn1cc(B(O)O)c2cc(NC(=O)OC3CCCC3)ccc21
1614,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,1,[1CH3]c1ccc(Br)cc1.OB(O)c1ccccn1.[1CH3]c1ccc(B(O)O)cc1.Brc1ccccn1,,4,0,CN1C(C)(C)C(=O)OB(c2ccccn2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc([1CH3])cc2)OC(=O)C1(C)C.[1CH3]c1ccc(Br)cc1.Brc1ccccn1,,[1CH3]c1ccc(Br)cc1.OB(O)c1ccccn1.[1CH3]c1ccc(B(O)O)cc1.Brc1ccccn1
1615,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,2,CCCCN,,1,1,CCCCNC(=O)OCc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1,,CCCCN
1616,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,1,OB(O)c1ccccc1.Brc1ccccc1,,2,0,CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1,,OB(O)c1ccccc1.Brc1ccccc1
1617,CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1,CN(C)CC[C@@H](c1ccc([At])cc1)c1ccccn1,1,[4CH3]c1ccc(Br)cc1.OB(O)c1ccccn1.[4CH3]c1ccc(B(O)O)cc1.Brc1ccccn1,,4,0,CN1C(C)(C)C(=O)OB(c2ccccn2)OC(=O)C1(C)C.[4CH3]c1ccc(Br)cc1.CN1C(C)(C)C(=O)OB(c2ccc([4CH3])cc2)OC(=O)C1(C)C.Brc1ccccn1,,[4CH3]c1ccc(Br)cc1.OB(O)c1ccccn1.[4CH3]c1ccc(B(O)O)cc1.Brc1ccccn1
1618,CCN(CC)CCc1nc(-c2ccccc2)no1,CCN(CC)CCc1nc(-c2ccccc2)no1,2,CCN(CC)CCc1nc(Br)no1.OB(O)c1ccccc1.Brc1ccccc1,OB(O)c1nc(Br)no1,4,0,CCN(CC)CCc1nc(Br)no1.CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1,CN1C(C)(C)C(=O)OB(c2nc(Br)no2)OC(=O)C1(C)C,CCN(CC)CCc1nc(Br)no1.OB(O)c1ccccc1.Brc1ccccc1.OB(O)c1nc(Br)no1
1619,CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1,[1CH3]c1ccc(Br)cc1.OB(O)c1ccccc1.[1CH3]c1ccc(B(O)O)cc1.Brc1ccccc1,,4,0,[1CH3]c1ccc(Br)cc1.CN1C(C)(C)C(=O)OB(c2ccc([1CH3])cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1,,[1CH3]c1ccc(Br)cc1.OB(O)c1ccccc1.[1CH3]c1ccc(B(O)O)cc1.Brc1ccccc1
1620,[1NH2]CCCC[C@@H]1NC(=O)[C@@H](Cc2c[1nH]c3ccccc23)NC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2C[C@@H](OC(=O)NCC[1NH2])CN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(OCc3ccccc3)cc2)NC1=O,CC(C)(C)OC(=O)[1NH]CCCC[C@@H]1NC(=O)[C@@H](Cc2c[1n](C(=O)OC(C)(C)C)c3ccccc23)NC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2C[C@@H](OC(=O)NCC[1NH]C(=O)OC(C)(C)C)CN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(OCc3ccccc3)cc2)NC1=O,7,OB(O)c1ccccc1.OB(O)c1ccc(OCc2ccccc2)cc1.CC(C)(C)OC(=O)[1n]1cc(B(O)O)c2ccccc21.Brc1ccccc1.Brc1ccc(OCc2ccccc2)cc1.CC(C)(C)OC(=O)[1n]1cc(Br)c2ccccc21,N[C@@H](Cc1ccc(OCc2ccccc2)cc1)C(=O)O.N[C@@H](Cc1ccccc1)C(=O)O.CC(C)(C)OC(=O)[1NH]CCCC[C@H](N)C(=O)O.N[C@H](C(=O)O)c1ccccc1.CC(C)(C)OC(=O)[1n]1cc(C[C@@H](N)C(=O)O)c2ccccc21.OB(O)c1ccc(Br)cc1.CC(C)(C)OC(=O)[1NH]CCNC(=O)O[C@H]1CN[C@H](C(=O)O)C1,13,0,CN1C(C)(C)C(=O)OB(c2ccc(OCc3ccccc3)cc2)OC(=O)C1(C)C.Brc1ccccc1.CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2c[1n](C(=O)OC(C)(C)C)c3ccccc23)OC(=O)C1(C)C.Brc1ccc(OCc2ccccc2)cc1.CC(C)(C)OC(=O)[1n]1cc(Br)c2ccccc21,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N[C@@H](Cc3ccc(OCc4ccccc4)cc3)C(=O)O)cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N[C@@H](Cc3ccccc3)C(=O)O)cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N[C@@H](CCCC[1NH]C(=O)OC(C)(C)C)C(=O)O)cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc(Br)cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N3C[C@H](OC(=O)NCC[1NH]C(=O)OC(C)(C)C)C[C@H]3C(=O)O)cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N[C@H](C(=O)O)c3ccccc3)cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N[C@H](Cc3c[1n](C(=O)OC(C)(C)C)c4ccccc34)C(=O)O)cc2)OC(=O)C1(C)C,OB(O)c1ccccc1.OB(O)c1ccc(OCc2ccccc2)cc1.CC(C)(C)OC(=O)[1n]1cc(B(O)O)c2ccccc21.Brc1ccccc1.Brc1ccc(OCc2ccccc2)cc1.CC(C)(C)OC(=O)[1n]1cc(Br)c2ccccc21.N[C@@H](Cc1ccc(OCc2ccccc2)cc1)C(=O)O.N[C@@H](Cc1ccccc1)C(=O)O.CC(C)(C)OC(=O)[1NH]CCCC[C@H](N)C(=O)O.N[C@H](C(=O)O)c1ccccc1.CC(C)(C)OC(=O)[1n]1cc(C[C@@H](N)C(=O)O)c2ccccc21.OB(O)c1ccc(Br)cc1.CC(C)(C)OC(=O)[1NH]CCNC(=O)O[C@H]1CN[C@H](C(=O)O)C1
1621,O=c1[1nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,CC(C)(C)OC(=O)[1n]1c(=O)n(CCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)c2ccccc21,1,OB(O)c1ccccc1.Brc1ccccc1,,2,0,CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1,,OB(O)c1ccccc1.Brc1ccccc1
1622,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,2,CN(C)CCOc1ccc(CN)cc1.COc1cc(C(=O)O)cc(OC)c1OC,NCc1ccc(Br)cc1,3,0,CN(C)CCOc1ccc(CNC(=O)OCc2ccc(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)cc2)cc1.COc1cc(C(=O)O)cc(OC)c1OC,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)NCc3ccc(Br)cc3)cc2)OC(=O)C1(C)C,CN(C)CCOc1ccc(CN)cc1.COc1cc(C(=O)O)cc(OC)c1OC.NCc1ccc(Br)cc1
1623,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,1,[1CH3]c1ccc(Br)cc1.OB(O)c1ccccc1.[1CH3]c1ccc(B(O)O)cc1.Brc1ccccc1,,4,0,[1CH3]c1ccc(Br)cc1.CN1C(C)(C)C(=O)OB(c2ccc([1CH3])cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1,,[1CH3]c1ccc(Br)cc1.OB(O)c1ccccc1.[1CH3]c1ccc(B(O)O)cc1.Brc1ccccc1
1624,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1,[1CH3]c1ccc(Br)cc1.OB(O)c1ccccc1.[1CH3]c1ccc(B(O)O)cc1.Brc1ccccc1,,4,0,[1CH3]c1ccc(Br)cc1.CN1C(C)(C)C(=O)OB(c2ccc([1CH3])cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1,,[1CH3]c1ccc(Br)cc1.OB(O)c1ccccc1.[1CH3]c1ccc(B(O)O)cc1.Brc1ccccc1
1625,CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,1,[1CH3]c1ccc(Br)cc1.OB(O)c1ccccc1.[1CH3]c1ccc(B(O)O)cc1.Brc1ccccc1,,4,0,[1CH3]c1ccc(Br)cc1.CN1C(C)(C)C(=O)OB(c2ccc([1CH3])cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1,,[1CH3]c1ccc(Br)cc1.OB(O)c1ccccc1.[1CH3]c1ccc(B(O)O)cc1.Brc1ccccc1
1627,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,1,OB(O)c1ccccc1.Brc1ccccc1,,2,0,CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1,,OB(O)c1ccccc1.Brc1ccccc1
1629,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,1,[1CH3]c1ccc(Br)cc1.OB(O)c1ccccc1.[1CH3]c1ccc(B(O)O)cc1.Brc1ccccc1,,4,0,[1CH3]c1ccc(Br)cc1.CN1C(C)(C)C(=O)OB(c2ccc([1CH3])cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1,,[1CH3]c1ccc(Br)cc1.OB(O)c1ccccc1.[1CH3]c1ccc(B(O)O)cc1.Brc1ccccc1
1630,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,1,OB(O)c1ccccc1.Brc1ccccc1,,2,0,CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1,,OB(O)c1ccccc1.Brc1ccccc1
1632,CC(C)C1OC(=O)[C@H](C(C)C)N(C)C(=O)C(C(C)C)OC(=O)[C@H](C(C)C)N(C)C(=O)C(C(C)C)OC(=O)[C@H](C(C)C)N(C)C1=O,CC(C)C1OC(=O)[C@H](C(C)C)N(C)C(=O)C(C(C)C)OC(=O)[C@H](C(C)C)N(C)C(=O)C(C(C)C)OC(=O)[C@H](C(C)C)N(C)C1=O,4,CC(C)C(O)C(=O)O,CN[C@H](C(=O)O)C(C)C.CN[C@H](C(=O)NC(C(=O)O)C(C)C)C(C)C,3,0,CC(C)C(O)C(=O)O,CC(C)C(NC(=O)[C@H](C(C)C)N(C)C(=O)OCc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1)C(=O)O.CC(C)[C@@H](C(=O)O)N(C)C(=O)OCc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1,CC(C)C(O)C(=O)O.CN[C@H](C(=O)O)C(C)C.CN[C@H](C(=O)NC(C(=O)O)C(C)C)C(C)C
1633,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,1,OB(O)c1ccccc1.Brc1ccccc1,,2,0,CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Brc1ccccc1,,OB(O)c1ccccc1.Brc1ccccc1
