,target,protectedtarget,numGens,monoDeprotected,diDeprotected,total#ofBuilings,blockAboveLimits,monoProtected,diProtected,BBs
954,CC[C@@H]1[C@@H]2CN(C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]3C[C@H]3CCCCC(F)(F)c3nc4ccc(OC)cc4nc3O2)[C@@H]1C(=O)N[C@]1(C(=O)NS(=O)(=O)C2(C)CC2)C[C@H]1C(F)F,CC[C@@H]1[C@@H]2CN(C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]3C[C@H]3CCCCC(F)(F)c3nc4ccc(OC)cc4nc3O2)[C@@H]1C(=O)N[C@]1(C(=O)NS(=O)(=O)C2(C)CC2)C[C@H]1C(F)F,3,CC1(S(=O)(=O)NC(=O)[C@@]2(N)C[C@H]2C(F)F)CC1,,1,0,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N[C@]3(C(=O)NS(=O)(=O)C4(C)CC4)C[C@H]3C(F)F)cc2)OC(=O)C1(C)C,,CC1(S(=O)(=O)NC(=O)[C@@]2(N)C[C@H]2C(F)F)CC1
955,O=C(NCc1c(F)cc(F)cc1F)c1cn2c(c(O)c1=O)C(=O)N1[C@H]3CC[C@H](C3)O[C@@H]1C2,O=C(NCc1c(F)cc(F)cc1F)c1cn2c(c(O)c1=O)C(=O)N1[C@H]3CC[C@H](C3)O[C@@H]1C2,2,NCc1c(F)cc(F)cc1F,,1,0,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)NCc3c(F)cc(F)cc3F)cc2)OC(=O)C1(C)C,,NCc1c(F)cc(F)cc1F
959,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[1nH]c2=O)cc1C(C)(C)C,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[1n](C(=O)OC(C)(C)C)c2=O)cc1C(C)(C)C,2,CS(=O)(=O)Nc1ccc2cc(Br)ccc2c1.CS(=O)(=O)Nc1ccc2cc(B(O)O)ccc2c1.COc1c(B(O)O)cc(-n2ccc(=O)[1n](C(=O)OC(C)(C)C)c2=O)cc1C(C)(C)C.COc1c(Br)cc(-n2ccc(=O)[1n](C(=O)OC(C)(C)C)c2=O)cc1C(C)(C)C,Nc1ccc2cc(Br)ccc2c1,5,0,CS(=O)(=O)Nc1ccc2cc(Br)ccc2c1.COc1c(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc(-n2ccc(=O)[1n](C(=O)OC(C)(C)C)c2=O)cc1C(C)(C)C.CN1C(C)(C)C(=O)OB(c2ccc3cc(NS(C)(=O)=O)ccc3c2)OC(=O)C1(C)C.COc1c(Br)cc(-n2ccc(=O)[1n](C(=O)OC(C)(C)C)c2=O)cc1C(C)(C)C,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3ccc4cc(Br)ccc4c3)cc2)OC(=O)C1(C)C,CS(=O)(=O)Nc1ccc2cc(Br)ccc2c1.CS(=O)(=O)Nc1ccc2cc(B(O)O)ccc2c1.COc1c(B(O)O)cc(-n2ccc(=O)[1n](C(=O)OC(C)(C)C)c2=O)cc1C(C)(C)C.COc1c(Br)cc(-n2ccc(=O)[1n](C(=O)OC(C)(C)C)c2=O)cc1C(C)(C)C.Nc1ccc2cc(Br)ccc2c1
960,CC(=O)Nc1ccc(C(=O)O)cc1,CC(=O)Nc1ccc(C(=O)O)cc1,2,CC(=O)O,Nc1ccc(C(=O)O)cc1,2,0,CC(=O)O,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3ccc(C(=O)O)cc3)cc2)OC(=O)C1(C)C,CC(=O)O.Nc1ccc(C(=O)O)cc1
963,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,3,OB(O)c1ccccc1.Brc1ccccc1.Cc1cccc(C)c1B(O)O.Cc1cccc(C)c1Br.Cc1cccc(C)c1OCC(=O)O.CC(C)[C@@H](C(=O)O)N1CCCNC1=O,,6,0,Brc1ccccc1.Cc1cccc(C)c1B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.Cc1cccc(C)c1Br.Cc1cccc(C)c1OCC(=O)O.CC(C)[C@@H](C(=O)O)N1CCCNC1=O,,OB(O)c1ccccc1.Brc1ccccc1.Cc1cccc(C)c1B(O)O.Cc1cccc(C)c1Br.Cc1cccc(C)c1OCC(=O)O.CC(C)[C@@H](C(=O)O)N1CCCNC1=O
966,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,4,CC(C)(C)N.NC(CC1CCC1)C(=O)c1ncco1,CC1(C)[C@@H]2[C@@H](C(=O)O)NC[C@@H]21,3,0,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)NC(CC3CCC3)C(=O)c3ncco3)cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)NC(C)(C)C)cc2)OC(=O)C1(C)C,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N3C[C@H]4[C@@H]([C@H]3C(=O)O)C4(C)C)cc2)OC(=O)C1(C)C,CC(C)(C)N.NC(CC1CCC1)C(=O)c1ncco1.CC1(C)[C@@H]2[C@@H](C(=O)O)NC[C@@H]21
968,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1,3,C=C[C@@H]1C[C@]1(N)C(=O)NS(=O)(=O)C1CC1,COc1ccc2nc(B(O)O)c(Br)nc2c1.COc1ccc2nc(Br)c(B(O)O)nc2c1,3,0,C=C[C@@H]1C[C@]1(NC(=O)OCc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1)C(=O)NS(=O)(=O)C1CC1,COc1ccc2nc(Br)c(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)nc2c1.COc1ccc2nc(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)c(Br)nc2c1,C=C[C@@H]1C[C@]1(N)C(=O)NS(=O)(=O)C1CC1.COc1ccc2nc(B(O)O)c(Br)nc2c1.COc1ccc2nc(Br)c(B(O)O)nc2c1
969,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc([1NH2])c1Br,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc([1NH]C(=O)OC(C)(C)C)c1[At],3,N#Cc1ccc(Br)cc1.Cc1cc(C#N)cc(C)c1B(O)O.N#Cc1ccc(N)cc1.N#Cc1ccc(B(O)O)cc1.Cc1cc(C#N)cc(C)c1Br.Cc1cc(C#N)cc(C)c1O,CC(C)(C)OC(=O)[1NH]c1nc(N)nc(Br)c1[4CH3],7,0,N#Cc1ccc(Br)cc1.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3ccc(C#N)cc3)cc2)OC(=O)C1(C)C.Cc1cc(C#N)cc(C)c1Br.Cc1cc(C#N)cc(C)c1O.CN1C(C)(C)C(=O)OB(c2ccc(C#N)cc2)OC(=O)C1(C)C.Cc1cc(C#N)cc(C)c1B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3nc(Br)c([4CH3])c([1NH]C(=O)OC(C)(C)C)n3)cc2)OC(=O)C1(C)C,N#Cc1ccc(Br)cc1.Cc1cc(C#N)cc(C)c1B(O)O.N#Cc1ccc(N)cc1.N#Cc1ccc(B(O)O)cc1.Cc1cc(C#N)cc(C)c1Br.Cc1cc(C#N)cc(C)c1O.CC(C)(C)OC(=O)[1NH]c1nc(N)nc(Br)c1[4CH3]
970,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,3,Cc1nnc(C(=O)O)o1.NCc1ccc(F)cc1,,2,0,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)NCc3ccc(F)cc3)cc2)OC(=O)C1(C)C.Cc1nnc(C(=O)O)o1,,Cc1nnc(C(=O)O)o1.NCc1ccc(F)cc1
971,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)C)[C@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)C)[C@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O,2,C[C@@H](O)C/C=C\B(O)O.C[C@@H](O)C/C=C/B(O)O.C[C@@H](O)C/C=C\Br.C[C@@H](O)CC=CB(O)O.C[C@@H](O)C/C=C/Br,,5,0,C[C@@H](O)C/C=C\Br.C[C@@H](O)C/C=C/B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.C[C@@H](O)C/C=C\B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.C[C@@H](O)CC=CB1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.C[C@@H](O)C/C=C/Br,,C[C@@H](O)C/C=C\B(O)O.C[C@@H](O)C/C=C/B(O)O.C[C@@H](O)C/C=C\Br.C[C@@H](O)CC=CB(O)O.C[C@@H](O)C/C=C/Br
980,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[1nH]2)CC1,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[1n]2C(=O)OC(C)(C)C)CC1,4,CC(C)N.CC(C)(C)OC(=O)[1n]1c(C(=O)O)cc2cc(NS(C)(=O)=O)ccc21,CC(C)(C)OC(=O)[1n]1c(C(=O)O)cc2cc(N)ccc21,3,0,CC(C)NC(=O)OCc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1.CC(C)(C)OC(=O)[1n]1c(C(=O)O)cc2cc(NS(C)(=O)=O)ccc21,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3ccc4c(c3)cc(C(=O)O)[1n]4C(=O)OC(C)(C)C)cc2)OC(=O)C1(C)C,CC(C)N.CC(C)(C)OC(=O)[1n]1c(C(=O)O)cc2cc(NS(C)(=O)=O)ccc21.CC(C)(C)OC(=O)[1n]1c(C(=O)O)cc2cc(N)ccc21
982,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,2,ClCCNCCCl,OB(O)c1ccc(Br)cc1,2,0,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N(CCCl)CCCl)cc2)OC(=O)C1(C)C,CN1C(C)(C)C(=O)OB(c2ccc(Br)cc2)OC(=O)C1(C)C,ClCCNCCCl.OB(O)c1ccc(Br)cc1
984,CC(C)(C)[C@@H]1NC(=O)O[C@@H]2CCC[C@H]2OC/C=C/C(F)(F)c2nc3ccccc3nc2O[C@@H]2C[C@@H](C(=O)N[C@]3(C(=O)NS(=O)(=O)C4(C)CC4)C[C@H]3C(F)F)N(C2)C1=O,CC(C)(C)[C@@H]1NC(=O)O[C@@H]2CCC[C@H]2OC/C=C/C(F)(F)c2nc3ccccc3nc2O[C@@H]2C[C@@H](C(=O)N[C@]3(C(=O)NS(=O)(=O)C4(C)CC4)C[C@H]3C(F)F)N(C2)C1=O,3,CC1(S(=O)(=O)NC(=O)[C@@]2(N)C[C@H]2C(F)F)CC1,,1,0,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N[C@]3(C(=O)NS(=O)(=O)C4(C)CC4)C[C@H]3C(F)F)cc2)OC(=O)C1(C)C,,CC1(S(=O)(=O)NC(=O)[C@@]2(N)C[C@H]2C(F)F)CC1
987,Cc1nnc(C(C)C)n1[C@@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,Cc1nnc(C(C)C)n1[C@@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,2,O=C(O)C1CCC(F)(F)CC1,,1,0,O=C(O)C1CCC(F)(F)CC1,,O=C(O)C1CCC(F)(F)CC1
990,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,3,CC(=O)O,C/C(=C\B(O)O)C(=O)O.C/C(=C/B(O)O)C(=O)O,3,0,CC(=O)O,C/C(=C/B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1)C(=O)O.C/C(=C\B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1)C(=O)O,CC(=O)O.C/C(=C\B(O)O)C(=O)O.C/C(=C/B(O)O)C(=O)O
991,CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,2,[1CH3]c1cc2nc(Br)n([C@H]3O[C@@H](CO)[C@H](O)[C@@H]3O)c2cc1[1CH3].CC(C)N,,2,0,[1CH3]c1cc2nc(Br)n([C@H]3O[C@@H](CO)[C@H](O)[C@@H]3O)c2cc1[1CH3].CC(C)NC(=O)OCc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1,,[1CH3]c1cc2nc(Br)n([C@H]3O[C@@H](CO)[C@H](O)[C@@H]3O)c2cc1[1CH3].CC(C)N
999,COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,2,COc1cccc(B(O)O)c1.COc1cccc(Br)c1,,2,0,COc1cccc(Br)c1.COc1cccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)c1,,COc1cccc(B(O)O)c1.COc1cccc(Br)c1
1001,[1NH2][C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,CC(C)(C)OC(=O)[1NH][C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,2,ClCCNCCCl,OB(O)c1ccc(Br)cc1,2,0,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N(CCCl)CCCl)cc2)OC(=O)C1(C)C,CN1C(C)(C)C(=O)OB(c2ccc(Br)cc2)OC(=O)C1(C)C,ClCCNCCCl.OB(O)c1ccc(Br)cc1
1002,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,2,ClCCNCCCl,,1,0,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N(CCCl)CCCl)cc2)OC(=O)C1(C)C,,ClCCNCCCl
1004,O=c1[1nH]cc(N(CCCl)CCCl)c(=O)[1nH]1,CC(C)(C)OC(=O)[1n]1cc(N(CCCl)CCCl)c(=O)[1n](C(=O)OC(C)(C)C)c1=O,2,CC(C)(C)OC(=O)[1n]1cc(B(O)O)c(=O)[1n](C(=O)OC(C)(C)C)c1=O.ClCCNCCCl.CC(C)(C)OC(=O)[1n]1cc(Br)c(=O)[1n](C(=O)OC(C)(C)C)c1=O,,3,0,CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N(CCCl)CCCl)cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2c[1n](C(=O)OC(C)(C)C)c(=O)[1n](C(=O)OC(C)(C)C)c2=O)OC(=O)C1(C)C.CC(C)(C)OC(=O)[1n]1cc(Br)c(=O)[1n](C(=O)OC(C)(C)C)c1=O,,CC(C)(C)OC(=O)[1n]1cc(B(O)O)c(=O)[1n](C(=O)OC(C)(C)C)c1=O.ClCCNCCCl.CC(C)(C)OC(=O)[1n]1cc(Br)c(=O)[1n](C(=O)OC(C)(C)C)c1=O
1005,C#CCC(Cc1cnc2nc([1NH2])nc([1NH2])c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,C#CCC(Cc1cnc2nc([1NH]C(=O)OC(C)(C)C)nc([1NH]C(=O)OC(C)(C)C)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,2,CC(C)(C)OC(=O)[1NH]c1nc([1NH]C(=O)OC(C)(C)C)c2nc(B(O)O)cnc2n1.CC(C)(C)OC(=O)[1NH]c1nc([1NH]C(=O)OC(C)(C)C)c2nc(Br)cnc2n1,O=C(O)c1ccc(B(O)O)cc1,3,1,CN1C(C)(C)C(=O)OB(c2cnc3nc([1NH]C(=O)OC(C)(C)C)nc([1NH]C(=O)OC(C)(C)C)c3n2)OC(=O)C1(C)C.CC(C)(C)OC(=O)[1NH]c1nc([1NH]C(=O)OC(C)(C)C)c2nc(Br)cnc2n1,CN1C(C)(C)C(=O)OB(c2ccc(C(=O)O)cc2)OC(=O)C1(C)C,CC(C)(C)OC(=O)[1NH]c1nc([1NH]C(=O)OC(C)(C)C)c2nc(B(O)O)cnc2n1.CC(C)(C)OC(=O)[1NH]c1nc([1NH]C(=O)OC(C)(C)C)c2nc(Br)cnc2n1.O=C(O)c1ccc(B(O)O)cc1
1006,[1NH2]c1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[1nH]c2[1nH]1,CC(C)(C)OC(=O)[1NH]c1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[1n](C(=O)OC(C)(C)C)c2[1n]1C(=O)OC(C)(C)C,2,CC(C)(C)OC(=O)[1NH]c1nc(=O)c2c(Br)c[1n](C(=O)OC(C)(C)C)c2[1n]1C(=O)OC(C)(C)C.CC(C)(C)OC(=O)[1NH]c1nc(=O)c2c(B(O)O)c[1n](C(=O)OC(C)(C)C)c2[1n]1C(=O)OC(C)(C)C,O=C(O)c1ccc(B(O)O)cc1,3,1,CC(C)(C)OC(=O)[1NH]c1nc(=O)c2c(Br)c[1n](C(=O)OC(C)(C)C)c2[1n]1C(=O)OC(C)(C)C.CN1C(C)(C)C(=O)OB(c2c[1n](C(=O)OC(C)(C)C)c3c2c(=O)nc([1NH]C(=O)OC(C)(C)C)[1n]3C(=O)OC(C)(C)C)OC(=O)C1(C)C,CN1C(C)(C)C(=O)OB(c2ccc(C(=O)O)cc2)OC(=O)C1(C)C,CC(C)(C)OC(=O)[1NH]c1nc(=O)c2c(Br)c[1n](C(=O)OC(C)(C)C)c2[1n]1C(=O)OC(C)(C)C.CC(C)(C)OC(=O)[1NH]c1nc(=O)c2c(B(O)O)c[1n](C(=O)OC(C)(C)C)c2[1n]1C(=O)OC(C)(C)C.O=C(O)c1ccc(B(O)O)cc1
1008,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,6,CNC,OB(O)c1ccc(Br)cc1.C[N+](C)=C1C=CC(=C(Br)B(O)O)C=C1,3,0,CN(C)C(=O)OCc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1,CN1C(C)(C)C(=O)OB(C(Br)=C2C=CC(=[N+](C)C)C=C2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc(Br)cc2)OC(=O)C1(C)C,CNC.OB(O)c1ccc(Br)cc1.C[N+](C)=C1C=CC(=C(Br)B(O)O)C=C1
1011,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,1,CC(=O)O.CC(C)(C)OC(=O)N[C@@H](c1ccccc1)[C@@H](O)C(=O)O.O=C(O)c1ccccc1,,3,0,CC(=O)O.CC(C)(C)OC(=O)N[C@@H](c1ccccc1)[C@@H](O)C(=O)O.O=C(O)c1ccccc1,,CC(=O)O.CC(C)(C)OC(=O)N[C@@H](c1ccccc1)[C@@H](O)C(=O)O.O=C(O)c1ccccc1
1019,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,1,CC(=O)O.CC(C)(C)OC(=O)N[C@@H](c1ccccc1)[C@@H](O)C(=O)O.O=C(O)c1ccccc1,,3,0,CC(=O)O.CC(C)(C)OC(=O)N[C@@H](c1ccccc1)[C@@H](O)C(=O)O.O=C(O)c1ccccc1,,CC(=O)O.CC(C)(C)OC(=O)N[C@@H](c1ccccc1)[C@@H](O)C(=O)O.O=C(O)c1ccccc1
1025,Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[1nH]1,Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[1n]1C(=O)OC(C)(C)C,3,CNCc1ccc2c(c1)c(=O)nc(C)[1n]2C(=O)OC(C)(C)C,,1,0,Cc1nc(=O)c2cc(CN(C)C(=O)OCc3ccc(B4OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O4)cc3)ccc2[1n]1C(=O)OC(C)(C)C,,CNCc1ccc2c(c1)c(=O)nc(C)[1n]2C(=O)OC(C)(C)C
1026,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,3,OB(O)c1ccccc1.Brc1ccccc1.CNCc1csc(C(C)C)n1,,3,0,Brc1ccccc1.CN1C(C)(C)C(=O)OB(c2ccccc2)OC(=O)C1(C)C.CC(C)c1nc(CN(C)C(=O)OCc2ccc(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)cc2)cs1,,OB(O)c1ccccc1.Brc1ccccc1.CNCc1csc(C(C)C)n1
1028,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O,2,O=C(O)C(F)(F)F.CCCCC(=O)O,,2,0,O=C(O)C(F)(F)F.CCCCC(=O)O,,O=C(O)C(F)(F)F.CCCCC(=O)O
1029,CC[C@]1(O)C[C@@H]2CN(CCc3c([1nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,CC[C@]1(O)C[C@@H]2CN(CCc3c([1n](C(=O)OC(C)(C)C)c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,1,CC[C@]1(O)C[C@@H](C)CN(CCc2c(B(O)O)[1n](C(=O)OC(C)(C)C)c3ccccc23)C1.CC[C@]1(O)C[C@@H](C)CN(CCc2c(Br)[1n](C(=O)OC(C)(C)C)c3ccccc23)C1,CC(C)(C)OC(=O)[1n]1c(Br)c(B(O)O)c2ccccc21.CC(C)(C)OC(=O)[1n]1c(B(O)O)c(Br)c2ccccc21,4,1,CC[C@]1(O)C[C@@H](C)CN(CCc2c(Br)[1n](C(=O)OC(C)(C)C)c3ccccc23)C1.CC[C@]1(O)C[C@@H](C)CN(CCc2c(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)[1n](C(=O)OC(C)(C)C)c3ccccc23)C1,CN1C(C)(C)C(=O)OB(c2c(Br)[1n](C(=O)OC(C)(C)C)c3ccccc23)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2c(Br)c3ccccc3[1n]2C(=O)OC(C)(C)C)OC(=O)C1(C)C,CC[C@]1(O)C[C@@H](C)CN(CCc2c(B(O)O)[1n](C(=O)OC(C)(C)C)c3ccccc23)C1.CC[C@]1(O)C[C@@H](C)CN(CCc2c(Br)[1n](C(=O)OC(C)(C)C)c3ccccc23)C1.CC(C)(C)OC(=O)[1n]1c(Br)c(B(O)O)c2ccccc21.CC(C)(C)OC(=O)[1n]1c(B(O)O)c(Br)c2ccccc21
